wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster
JAX,2024-01-09 21:04,2024-01-09 21:30,2024-01-09 21:04,202401092130,TO,P,W,13,NEW,,816.895128455853,2024-01-09 21:04,,,,,False,2024-01-09 21:04,2024-01-09 21:28,,0.75,RADAR INDICATED,,202401092104-KJAX-WFUS52-TORJAX,AB
MOB,2024-01-09 10:48,2024-01-09 11:45,2024-01-09 10:48,202401091145,SV,P,W,17,NEW,,8967.612751040035,2024-01-09 10:48,,,,,False,2024-01-09 10:48,2024-01-09 11:45,70.0,0.75,POSSIBLE,CONSIDERABLE,202401091048-KMOB-WUUS54-SVRMOB,Black
MFL,2024-06-14 17:40,2024-06-14 20:00,2024-06-14 17:40,202406142000,FA,P,Y,70,NEW,,389.3615141036458,2024-06-14 17:40,00000,N,ER,OO,False,2024-06-14 17:40,2024-06-14 19:50,,,,,202406141740-KMFL-WGUS82-FLSMFL,RAG
MFL,2024-03-23 01:33,2024-03-23 04:45,2024-03-23 01:33,202403230445,FA,P,Y,10,NEW,,132.9314399225188,2024-03-23 01:33,00000,N,ER,OO,False,2024-03-23 01:33,2024-03-23 03:33,,,,,202403230133-KMFL-WGUS82-FLSMFL,BAXTER
MLB,2024-05-15 16:07,2024-05-15 17:00,2024-05-15 16:07,202405151700,MA,P,W,59,NEW,,1118.1703144427706,2024-05-15 16:07,,,,,False,2024-05-15 16:07,2024-05-15 16:50,34.0,0.75,,,202405151607-KMLB-WHUS52-SMWMLB,Fehling
MFL,2024-10-07 11:03,2024-10-07 13:00,2024-10-07 11:03,202410071300,FA,P,Y,227,NEW,,491.2139472248836,2024-10-07 11:03,00000,N,ER,OO,False,2024-10-07 11:03,2024-10-07 13:00,,,,,202410071103-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-06-24 17:41,2024-06-24 18:58,2024-06-24 17:41,202406241945,FA,P,Y,76,NEW,,336.7507709781078,2024-06-24 17:41,00000,N,ER,OO,False,2024-06-24 17:41,2024-06-24 18:58,,,,,202406241741-KMFL-WGUS82-FLSMFL,NC
MFL,2024-10-06 12:09,2024-10-06 15:15,2024-10-06 12:09,202410061515,FA,P,Y,221,NEW,,584.294474833528,2024-10-06 12:09,00000,N,ER,OO,False,2024-10-06 12:09,2024-10-06 13:15,,,,,202410061209-KMFL-WGUS82-FLSMFL,BAXTER
MLB,2024-05-25 19:43,2024-05-25 20:19,2024-05-25 19:43,202405252030,SV,P,W,51,NEW,,593.1331828640883,2024-05-25 19:43,,,,,False,2024-05-25 19:43,2024-05-25 20:19,60.0,1.0,POSSIBLE,,202405251943-KMLB-WUUS52-SVRMLB,Watson
MFL,2024-05-25 23:19,2024-05-25 23:45,2024-05-25 23:19,202405252345,SV,P,W,35,NEW,,801.8133365277976,2024-05-25 23:19,,,,,False,2024-05-25 23:19,2024-05-25 23:45,60.0,1.75,,CONSIDERABLE,202405252319-KMFL-WUUS52-SVRMFL,WR
MFL,2024-10-09 19:16,2024-10-09 19:45,2024-10-09 19:16,202410091945,TO,P,W,82,NEW,,387.59890201772936,2024-10-09 19:16,,,,,False,2024-10-09 19:16,2024-10-09 19:28,,0.0,RADAR INDICATED,,202410091916-KMFL-WFUS52-TORMFL,Culver
MLB,2024-02-05 01:04,2024-02-05 01:45,2024-02-05 01:04,202402050145,SV,P,W,13,NEW,,1494.2104751011755,2024-02-05 01:04,,,,,False,2024-02-05 01:04,2024-02-05 01:45,60.0,1.0,,,202402050104-KMLB-WUUS52-SVRMLB,Law
MFL,2024-06-12 19:51,2024-06-12 21:45,2024-06-12 19:51,202406122145,FF,P,W,10,NEW,,137.96594950389283,2024-06-12 19:51,00000,0,ER,OO,False,2024-06-12 19:51,2024-06-12 21:45,,,,,202406121951-KMFL-WGUS52-FFWMFL,SB
MFL,2024-09-13 19:59,2024-09-13 21:02,2024-09-13 19:59,202409132200,FA,P,Y,189,NEW,,135.37826380999323,2024-09-13 19:59,00000,N,ER,OO,False,2024-09-13 19:59,2024-09-13 20:29,,,,,202409131959-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-03-06 17:59,2024-03-06 18:30,2024-03-06 17:59,202403061830,SV,P,W,11,NEW,,1051.5108593648379,2024-03-06 17:59,,,,,False,2024-03-06 17:59,2024-03-06 18:30,60.0,1.0,POSSIBLE,,202403061759-KMFL-WUUS52-SVRMFL,CWC
MLB,2024-02-06 18:00,2024-02-27 14:14,2024-02-06 18:00,202402271414,FL,P,W,1,NEW,,310.1889099735169,2024-02-06 14:14,ASTF1,1,ER,NO,False,2024-02-06 18:00,2024-02-07 02:11,,,,,202402061414-KMLB-WGUS42-FLWMLB,MW
MLB,2024-09-05 18:00,2024-09-26 17:05,2024-09-05 18:00,202409261705,FL,P,W,3,NEW,,310.1889099735169,2024-09-05 17:05,ASTF1,1,ER,NO,False,2024-09-05 18:00,2024-09-06 01:31,,,,,202409051705-KMLB-WGUS42-FLWMLB,CL
JAX,2024-06-28 18:21,2024-06-28 18:45,2024-06-28 18:21,202406281845,TO,P,W,48,NEW,,409.8081001942751,2024-06-28 18:21,,,,,False,2024-06-28 18:21,2024-06-28 18:26,,0.75,RADAR INDICATED,,202406281821-KJAX-WFUS52-TORJAX,CRUZ
TAE,2024-01-09 11:22,2024-01-09 12:00,2024-01-09 11:22,202401091200,TO,P,W,4,NEW,,2497.747254569169,2024-01-09 11:22,,,,,False,2024-01-09 11:22,2024-01-09 11:33,,1.0,RADAR INDICATED,,202401091122-KTAE-WFUS52-TORTAE,73-YOUNG
JAX,2024-07-19 23:18,2024-07-20 00:15,2024-07-19 23:18,202407200015,FA,P,Y,112,NEW,,515.2909805165203,2024-07-19 23:18,00000,N,ER,OO,False,2024-07-19 23:18,2024-07-20 00:15,,,,,202407192318-KJAX-WGUS82-FLSJAX,NELSON
MFL,2024-06-11 14:13,2024-06-11 16:15,2024-06-11 14:13,202406111615,FA,P,Y,43,NEW,,66.59880370569783,2024-06-11 14:13,00000,N,ER,OO,False,2024-06-11 14:13,2024-06-11 16:15,,,,,202406111413-KMFL-WGUS82-FLSMFL,MFL
TAE,2024-08-22 21:07,2024-08-22 22:00,2024-08-22 21:07,202408222200,MA,P,W,210,NEW,,977.3243671430153,2024-08-22 21:07,,,,,False,2024-08-22 21:07,2024-08-22 21:17,34.0,0.0,,,202408222107-KTAE-WHUS52-SMWTAE,58-REESE
JAX,2024-02-04 21:12,2024-02-04 21:45,2024-02-04 21:12,202402042145,SV,P,W,38,NEW,,919.4830801856307,2024-02-04 21:12,,,,,False,2024-02-04 21:12,2024-02-04 21:35,60.0,1.0,,,202402042112-KJAX-WUUS52-SVRJAX,SHASHY
JAX,2024-02-04 21:13,2024-02-04 21:45,2024-02-04 21:13,202402042200,TO,P,W,21,NEW,,382.4383104200493,2024-02-04 21:13,,,,,False,2024-02-04 21:13,2024-02-04 21:24,,0.75,RADAR INDICATED,,202402042113-KJAX-WFUS52-TORJAX,23
JAX,2024-02-04 22:42,2024-02-04 23:15,2024-02-04 22:42,202402042315,SV,P,W,45,NEW,,996.9756595695603,2024-02-04 22:42,,,,,False,2024-02-04 22:42,2024-02-04 22:57,60.0,1.0,,,202402042242-KJAX-WUUS52-SVRJAX,23
JAX,2024-02-04 20:09,2024-02-04 20:45,2024-02-04 20:09,202402042045,SV,P,W,31,NEW,,738.0889646252423,2024-02-04 20:09,,,,,False,2024-02-04 20:09,2024-02-04 20:20,60.0,1.0,POSSIBLE,,202402042009-KJAX-WUUS52-SVRJAX,23
TBW,2024-08-05 01:29,2024-08-05 02:00,2024-08-05 01:29,202408050200,TO,P,W,25,NEW,,864.3288687246005,2024-08-05 01:29,,,,,False,2024-08-05 01:29,2024-08-05 01:41,,0.0,RADAR INDICATED,,202408050129-KTBW-WFUS52-TORTBW,TBW
TBW,2024-08-22 10:34,2024-08-22 13:45,2024-08-22 10:34,202408221345,FA,P,Y,63,NEW,,325.68338685094756,2024-08-22 10:34,00000,N,ER,OO,False,2024-08-22 10:34,2024-08-22 13:45,,,,,202408221034-KTBW-WGUS82-FLSTBW,TBW
TAE,2024-04-21 06:00,2024-05-03 10:35,2024-04-21 06:00,202405091434,FL,P,W,61,NEW,,88.25392056431136,2024-04-18 14:34,MTSF1,1,ER,NO,False,2024-04-19 01:11,2024-04-19 01:11,,,,,202404181434-KTAE-WGUS42-FLWTAE,Godsey
TAE,2024-08-12 06:00,2024-08-26 12:46,2024-08-12 06:00,202408310134,FL,P,W,83,NEW,,88.25392056431136,2024-08-10 01:34,MTSF1,1,ER,NO,False,2024-08-10 13:53,2024-08-10 13:53,,,,,202408100134-KTAE-WGUS42-FLWTAE,Haner
MFL,2024-06-08 18:41,2024-06-08 19:45,2024-06-08 18:41,202406081945,FA,P,Y,37,NEW,,120.05163767196584,2024-06-08 18:41,00000,N,ER,OO,False,2024-06-08 18:41,2024-06-08 19:45,,,,,202406081841-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-09-11 22:08,2024-09-11 23:58,2024-09-11 22:08,202409120015,FA,P,Y,185,NEW,,98.45548122601429,2024-09-11 22:08,00000,N,ER,OO,False,2024-09-11 22:08,2024-09-11 23:58,,,,,202409112208-KMFL-WGUS82-FLSMFL,CF
MFL,2024-08-25 14:57,2024-08-25 17:00,2024-08-25 14:57,202408251700,FA,P,Y,151,NEW,,183.43962631246566,2024-08-25 14:57,00000,N,ER,OO,False,2024-08-25 14:57,2024-08-25 17:00,,,,,202408251457-KMFL-WGUS82-FLSMFL,CF
MFL,2024-06-08 20:11,2024-06-08 21:15,2024-06-08 20:11,202406082115,FA,P,Y,38,NEW,,184.05957795110047,2024-06-08 20:11,00000,N,ER,OO,False,2024-06-08 20:11,2024-06-08 21:15,,,,,202406082011-KMFL-WGUS82-FLSMFL,CWC
MLB,2024-09-11 23:47,2024-09-12 01:15,2024-09-11 23:47,202409120115,FA,P,Y,113,NEW,,157.99158122627634,2024-09-11 23:47,00000,N,ER,OO,False,2024-09-11 23:47,2024-09-12 01:06,,,,,202409112347-KMLB-WGUS82-FLSMLB,Heil
MFL,2024-10-09 20:14,2024-10-09 20:30,2024-10-09 20:14,202410092030,TO,P,W,87,NEW,,300.1789267096947,2024-10-09 20:14,,,,,False,2024-10-09 20:14,2024-10-09 20:29,,0.0,RADAR INDICATED,,202410092014-KMFL-WFUS52-TORMFL,Culver
TAE,2024-01-09 16:00,2024-01-09 16:30,2024-01-09 16:00,202401091630,TO,P,W,28,NEW,,1503.3930344472274,2024-01-09 16:00,,,,,False,2024-01-09 16:00,2024-01-09 16:20,,0.75,RADAR INDICATED,,202401091600-KTAE-WFUS52-TORTAE,71-BUNKER
MLB,2024-03-23 22:55,2024-03-23 23:32,2024-03-23 22:55,202403240000,MA,P,W,31,NEW,,425.78590721070736,2024-03-23 22:55,,,,,False,2024-03-23 22:55,2024-03-23 23:32,34.0,0.75,,,202403232255-KMLB-WHUS52-SMWMLB,Fehling
MFL,2024-07-23 17:50,2024-07-23 18:45,2024-07-23 17:50,202407231845,FA,P,Y,114,NEW,,336.9447377469574,2024-07-23 17:50,00000,N,ER,OO,False,2024-07-23 17:50,2024-07-23 18:45,,,,,202407231750-KMFL-WGUS82-FLSMFL,CWC
MLB,2024-09-29 20:41,2024-09-29 21:45,2024-09-29 20:41,202409292145,MA,P,W,253,NEW,,1216.5544601686506,2024-09-29 20:41,,,,,False,2024-09-29 20:41,2024-09-29 21:45,34.0,0.0,,,202409292041-KMLB-WHUS52-SMWMLB,Leahy
KEY,2024-10-09 04:11,2024-10-09 05:15,2024-10-09 04:11,202410090515,MA,P,W,447,NEW,,781.5641288650697,2024-10-09 04:11,,,,,False,2024-10-09 04:11,2024-10-09 04:45,34.0,0.0,,,202410090411-KKEY-WHUS52-SMWKEY,11
TAE,2024-03-27 10:57,2024-03-27 11:30,2024-03-27 10:57,202403271130,SV,P,W,57,NEW,,920.828056384768,2024-03-27 10:57,,,,,False,2024-03-27 10:57,2024-03-27 11:13,50.0,1.25,,,202403271057-KTAE-WUUS52-SVRTAE,58-REESE
TBW,2024-08-04 15:30,2024-08-04 16:00,2024-08-04 15:30,202408041600,TO,P,W,16,NEW,,379.1481006966613,2024-08-04 15:30,,,,,False,2024-08-04 15:30,2024-08-04 15:48,,0.0,RADAR INDICATED,,202408041530-KTBW-WFUS52-TORTBW,TBW
JAX,2024-08-11 21:07,2024-08-11 23:00,2024-08-11 21:07,202408112300,FA,P,Y,216,NEW,,62.7171096605868,2024-08-11 21:07,00000,N,ER,OO,False,2024-08-11 21:07,2024-08-11 22:53,,,,,202408112107-KJAX-WGUS82-FLSJAX,DUBOIS
KEY,2024-01-17 03:25,2024-01-17 03:41,2024-01-17 03:25,202401170400,MA,P,W,10,NEW,,628.4361788541622,2024-01-17 03:25,,,,,False,2024-01-17 03:25,2024-01-17 03:41,34.0,0.0,,,202401170325-KKEY-WHUS52-SMWKEY,Kasper
TBW,2024-06-11 22:50,2024-06-12 02:00,2024-06-11 22:50,202406120200,FF,P,W,1,NEW,,543.1988380431505,2024-06-11 22:50,00000,0,ER,OO,False,2024-06-11 22:50,2024-06-12 00:52,,,,,202406112250-KTBW-WGUS52-FFWTBW,TBW
JAX,2024-03-09 19:15,2024-03-09 20:00,2024-03-09 19:15,202403092000,SV,P,W,68,NEW,,1414.04981920575,2024-03-09 19:15,,,,,False,2024-03-09 19:15,2024-03-09 20:00,60.0,0.75,,,202403091915-KJAX-WUUS52-SVRJAX,CORLESS
MFL,2024-06-12 17:01,2024-06-12 18:00,2024-06-12 17:01,202406121800,MA,P,W,216,NEW,,9286.901783038536,2024-06-12 17:01,,,,,False,2024-06-12 17:01,2024-06-12 18:00,40.0,0.0,,,202406121701-KMFL-WHUS52-SMWMFL,ATV
MFL,2024-09-18 22:06,2024-09-18 22:45,2024-09-18 22:06,202409182245,MA,P,W,443,NEW,,376.2549903280666,2024-09-18 22:06,,,,,False,2024-09-18 22:06,2024-09-18 22:45,34.0,0.75,,,202409182206-KMFL-WHUS52-SMWMFL,Baxter
MFL,2024-09-01 20:05,2024-09-01 21:00,2024-09-01 20:05,202409012100,FA,P,Y,167,NEW,,61.895667497700806,2024-09-01 20:05,00000,N,ER,OO,False,2024-09-01 20:05,2024-09-01 20:59,,,,,202409012005-KMFL-WGUS82-FLSMFL,LC
MFL,2024-06-08 16:53,2024-06-08 17:45,2024-06-08 16:53,202406081745,FA,P,Y,34,NEW,,70.93523225269406,2024-06-08 16:53,00000,N,ER,OO,False,2024-06-08 16:53,2024-06-08 17:45,,,,,202406081653-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-06-26 18:25,2024-06-26 20:30,2024-06-26 18:25,202406262030,FA,P,Y,79,NEW,,238.26408439838016,2024-06-26 18:25,00000,N,ER,OO,False,2024-06-26 18:25,2024-06-26 20:30,,,,,202406261825-KMFL-WGUS82-FLSMFL,AR
MFL,2024-08-23 17:08,2024-08-23 18:00,2024-08-23 17:08,202408231800,FA,P,Y,149,NEW,,64.98057080121747,2024-08-23 17:08,00000,N,ER,OO,False,2024-08-23 17:08,2024-08-23 18:00,,,,,202408231708-KMFL-WGUS82-FLSMFL,GR
MLB,2024-05-25 20:03,2024-05-25 20:45,2024-05-25 20:03,202405252045,SV,P,W,52,NEW,,362.93231869212093,2024-05-25 20:03,,,,,False,2024-05-25 20:03,2024-05-25 20:45,60.0,1.0,,,202405252003-KMLB-WUUS52-SVRMLB,Watson
MFL,2024-06-09 18:34,2024-06-09 19:30,2024-06-09 18:34,202406091930,FA,P,Y,40,NEW,,110.41458353269788,2024-06-09 18:34,00000,N,ER,OO,False,2024-06-09 18:34,2024-06-09 19:28,,,,,202406091834-KMFL-WGUS82-FLSMFL,MFL
MFL,2024-10-09 13:42,2024-10-09 14:00,2024-10-09 13:42,202410091400,TO,P,W,47,NEW,,601.4754014778309,2024-10-09 13:42,,,,,False,2024-10-09 13:42,2024-10-09 13:50,,0.0,RADAR INDICATED,,202410091342-KMFL-WFUS52-TORMFL,SB
MFL,2024-06-12 21:42,2024-06-12 22:30,2024-06-12 21:42,202406122230,SV,P,W,59,NEW,,1715.1556304682933,2024-06-12 21:42,,,,,False,2024-06-12 21:42,2024-06-12 22:30,60.0,0.75,,,202406122142-KMFL-WUUS52-SVRMFL,17
MFL,2024-05-25 23:26,2024-05-25 23:48,2024-05-25 23:26,202405260000,SV,P,W,36,NEW,,611.9332060650804,2024-05-25 23:26,,,,,False,2024-05-25 23:26,2024-05-25 23:48,60.0,1.0,POSSIBLE,,202405252326-KMFL-WUUS52-SVRMFL,WR
MLB,2024-05-13 22:34,2024-05-13 23:00,2024-05-13 22:34,202405132300,SV,P,W,22,NEW,,315.80981389916775,2024-05-13 22:34,,,,,False,2024-05-13 22:34,2024-05-13 23:00,60.0,1.0,,,202405132234-KMLB-WUUS52-SVRMLB,Sedlock
MFL,2024-06-22 18:34,2024-06-22 20:30,2024-06-22 18:34,202406222030,FA,P,Y,72,NEW,,76.76157448469681,2024-06-22 18:34,00000,N,ER,OO,False,2024-06-22 18:34,2024-06-22 20:27,,,,,202406221834-KMFL-WGUS82-FLSMFL,Hadi
MLB,2024-06-06 23:13,2024-06-06 23:30,2024-06-06 23:13,202406062345,TO,P,W,12,NEW,,528.7966927527747,2024-06-06 23:13,,,,,False,2024-06-06 23:13,2024-06-06 23:21,,1.0,RADAR INDICATED,,202406062313-KMLB-WFUS52-TORMLB,Heil
TAE,2024-03-26 18:39,2024-03-26 19:15,2024-03-26 18:39,202403261915,SV,P,W,41,NEW,,1142.6883034046689,2024-03-26 18:39,,,,,False,2024-03-26 18:39,2024-03-26 18:52,50.0,1.0,,,202403261839-KTAE-WUUS52-SVRTAE,58-REESE
TBW,2024-10-09 17:49,2024-10-09 18:30,2024-10-09 17:49,202410091830,TO,P,W,65,NEW,,1092.7306872170363,2024-10-09 17:49,,,,,False,2024-10-09 17:49,2024-10-09 18:24,,0.75,RADAR INDICATED,,202410091749-KTBW-WFUS52-TORTBW,TBW
MFL,2024-06-13 20:10,2024-06-13 21:15,2024-06-13 20:10,202406132115,FA,P,Y,64,NEW,,146.11154665531933,2024-06-13 20:10,00000,N,ER,OO,False,2024-06-13 20:10,2024-06-13 21:15,,,,,202406132010-KMFL-WGUS82-FLSMFL,JS
MFL,2024-04-22 21:00,2024-04-22 21:30,2024-04-22 21:00,202404222130,MA,P,W,121,NEW,,821.7320561174677,2024-04-22 21:00,,,,,False,2024-04-22 21:00,2024-04-22 21:30,34.0,0.0,,,202404222100-KMFL-WHUS52-SMWMFL,WR
MFL,2024-09-25 15:59,2024-09-25 17:37,2024-09-25 15:59,202409251800,FA,P,Y,210,NEW,,444.08234661354305,2024-09-25 15:59,00000,N,ER,OO,False,2024-09-25 15:59,2024-09-25 17:15,,,,,202409251559-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-10-07 15:28,2024-10-07 18:30,2024-10-07 15:28,202410071830,FA,P,Y,233,NEW,,503.14874706966447,2024-10-07 15:28,00000,N,ER,OO,False,2024-10-07 15:28,2024-10-07 18:30,,,,,202410071528-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-03-23 00:34,2024-03-23 02:30,2024-03-23 00:34,202403230230,FA,P,Y,9,NEW,,286.54114941378714,2024-03-23 00:34,00000,N,ER,OO,False,2024-03-23 00:34,2024-03-23 02:18,,,,,202403230034-KMFL-WGUS82-FLSMFL,RAG
MFL,2024-03-23 03:41,2024-03-23 05:17,2024-03-23 03:41,202403230600,FA,P,Y,15,NEW,,106.17977105982393,2024-03-23 03:41,00000,N,ER,OO,False,2024-03-23 03:41,2024-03-23 05:17,,,,,202403230341-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-12-18 14:18,2024-12-18 16:15,2024-12-18 14:18,202412181615,FA,P,Y,249,NEW,,309.58336235350174,2024-12-18 14:18,00000,N,ER,OO,False,2024-12-18 14:18,2024-12-18 14:37,,,,,202412181418-KMFL-WGUS82-FLSMFL,BAXTER
MLB,2024-09-10 19:52,2024-09-10 21:45,2024-09-10 19:52,202409102145,FA,P,Y,106,NEW,,144.0524759571598,2024-09-10 19:52,00000,N,ER,OO,False,2024-09-10 19:52,2024-09-10 21:41,,,,,202409101952-KMLB-WGUS82-FLSMLB,REH
MFL,2024-08-15 20:08,2024-08-15 21:15,2024-08-15 20:08,202408152115,FA,P,Y,131,NEW,,81.28372476369978,2024-08-15 20:08,00000,N,ER,OO,False,2024-08-15 20:08,2024-08-15 21:15,,,,,202408152008-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-08-15 21:00,2024-08-15 21:45,2024-08-15 21:00,202408152145,MA,P,W,384,NEW,,2788.9169706522,2024-08-15 21:00,,,,,False,2024-08-15 21:00,2024-08-15 21:45,40.0,0.0,,,202408152100-KMFL-WHUS52-SMWMFL,CWC
MFL,2024-10-09 15:15,2024-10-09 15:45,2024-10-09 15:15,202410091545,TO,P,W,57,NEW,,837.6943606076262,2024-10-09 15:15,,,,,False,2024-10-09 15:15,2024-10-09 15:44,,0.0,RADAR INDICATED,,202410091515-KMFL-WFUS52-TORMFL,ATV
MFL,2024-09-01 22:30,2024-09-01 23:30,2024-09-01 22:30,202409012330,FA,P,Y,170,NEW,,87.03432576534203,2024-09-01 22:30,00000,N,ER,OO,False,2024-09-01 22:30,2024-09-01 23:30,,,,,202409012230-KMFL-WGUS82-FLSMFL,LC
MFL,2024-06-12 15:13,2024-06-12 15:30,2024-06-12 15:13,202406121530,TO,P,W,11,NEW,,68.25299345877973,2024-06-12 15:13,,,,,False,2024-06-12 15:13,2024-06-12 15:21,,0.0,RADAR INDICATED,,202406121513-KMFL-WFUS52-TORMFL,Culver
MLB,2024-10-04 01:55,2024-10-04 03:30,2024-10-04 01:55,202410040330,FA,P,Y,126,NEW,,98.17059475528318,2024-10-04 01:55,00000,N,ER,OO,False,2024-10-04 01:55,2024-10-04 03:30,,,,,202410040155-KMLB-WGUS82-FLSMLB,Schaper
TAE,2024-09-12 13:15,2024-09-12 13:45,2024-09-12 13:15,202409121345,TO,P,W,77,NEW,,494.72589960515575,2024-09-12 13:15,,,,,False,2024-09-12 13:15,2024-09-12 13:35,,0.0,RADAR INDICATED,,202409121315-KTAE-WFUS52-TORTAE,11-MM
MFL,2024-05-30 21:02,2024-05-30 21:30,2024-05-30 21:02,202405302130,SV,P,W,44,NEW,,805.2134174783259,2024-05-30 21:02,,,,,False,2024-05-30 21:02,2024-05-30 21:30,60.0,1.5,POSSIBLE,,202405302102-KMFL-WUUS52-SVRMFL,WR
MFL,2024-10-09 15:06,2024-10-09 15:30,2024-10-09 15:06,202410091530,TO,P,W,56,NEW,,1500.4120202740096,2024-10-09 15:06,,,,,False,2024-10-09 15:06,2024-10-09 15:28,,0.0,RADAR INDICATED,,202410091506-KMFL-WFUS52-TORMFL,ATV
MFL,2024-08-03 21:38,2024-08-03 22:00,2024-08-03 21:38,202408032230,SV,P,W,69,NEW,,1585.366059924347,2024-08-03 21:38,,,,,False,2024-08-03 21:38,2024-08-03 21:50,60.0,0.75,POSSIBLE,,202408032138-KMFL-WUUS52-SVRMFL,Baxter
MLB,2024-09-08 19:36,2024-09-08 21:30,2024-09-08 19:36,202409082130,FA,P,Y,98,NEW,,183.72716776193113,2024-09-08 19:36,00000,N,ER,OO,False,2024-09-08 19:36,2024-09-08 21:30,,,,,202409081936-KMLB-WGUS82-FLSMLB,JS
MFL,2024-10-09 15:27,2024-10-09 16:00,2024-10-09 15:27,202410091600,TO,P,W,58,NEW,,1134.3115995555438,2024-10-09 15:27,,,,,False,2024-10-09 15:27,2024-10-09 15:58,,0.0,RADAR INDICATED,,202410091527-KMFL-WFUS52-TORMFL,ATV
MFL,2024-10-09 18:07,2024-10-09 18:30,2024-10-09 18:07,202410091830,TO,P,W,70,NEW,,382.64264671297843,2024-10-09 18:07,,,,,False,2024-10-09 18:07,2024-10-09 18:16,,0.75,RADAR INDICATED,,202410091807-KMFL-WFUS52-TORMFL,JS
MFL,2024-09-26 11:18,2024-09-26 11:45,2024-09-26 11:18,202409261145,TO,P,W,31,NEW,,709.9066116814147,2024-09-26 11:18,,,,,False,2024-09-26 11:18,2024-09-26 11:32,,0.75,RADAR INDICATED,,202409261118-KMFL-WFUS52-TORMFL,Baxter
MFL,2024-10-09 14:26,2024-10-09 15:00,2024-10-09 14:26,202410091500,TO,P,W,51,NEW,,1092.8162149972193,2024-10-09 14:26,,,,,False,2024-10-09 14:26,2024-10-09 14:48,,0.0,RADAR INDICATED,,202410091426-KMFL-WFUS52-TORMFL,ATV
MLB,2024-10-11 18:00,2024-10-31 05:52,2024-10-11 18:00,202410310552,FL,P,W,6,NEW,,226.32139355328448,2024-10-10 05:52,SNFF1,2,ER,NO,False,2024-10-10 13:58,2024-10-10 13:58,,,,,202410100552-KMLB-WGUS42-FLWMLB,Schaper
MLB,2024-10-11 06:00,2024-10-31 14:03,2024-10-11 06:00,202410311403,FL,P,W,7,NEW,,355.46003437708566,2024-10-10 14:03,GENF1,3,ER,NO,False,2024-10-11 01:32,2024-10-11 01:32,,,,,202410101403-KMLB-WGUS42-FLWMLB,Schaper
MLB,2024-09-09 15:07,2024-09-09 17:00,2024-09-09 15:07,202409091700,FA,P,Y,102,NEW,,291.9864001522527,2024-09-09 15:07,00000,N,ER,OO,False,2024-09-09 15:07,2024-09-09 17:00,,,,,202409091507-KMLB-WGUS82-FLSMLB,
MFL,2024-06-11 23:11,2024-06-12 02:48,2024-06-11 23:11,202406120600,FA,P,W,1,NEW,,364.2077280060163,2024-06-11 23:11,00000,0,ER,OO,False,2024-06-11 23:11,2024-06-12 02:48,,,,,202406112311-KMFL-WGUS42-FLWMFL,RAG
MFL,2024-06-11 19:55,2024-06-11 23:00,2024-06-11 19:55,202406112300,FA,P,Y,47,NEW,,364.2077280060163,2024-06-11 19:55,00000,N,ER,OO,False,2024-06-11 19:55,2024-06-11 23:00,,,,,202406111955-KMFL-WGUS82-FLSMFL,RAG
TAE,2024-05-10 10:30,2024-05-10 11:00,2024-05-10 10:30,202405101100,TO,P,W,55,NEW,,940.591955713352,2024-05-10 10:30,,,,,False,2024-05-10 10:30,2024-05-10 10:40,,0.75,RADAR INDICATED,,202405101030-KTAE-WFUS52-TORTAE,58-REESE
JAX,2024-01-09 21:10,2024-01-09 21:16,2024-01-09 21:10,202401092130,TO,P,W,14,NEW,,391.0326198465693,2024-01-09 21:10,,,,,False,2024-01-09 21:10,2024-01-09 21:16,,0.75,RADAR INDICATED,,202401092110-KJAX-WFUS52-TORJAX,AB
TAE,2024-05-17 23:12,2024-05-17 23:45,2024-05-17 23:12,202405172345,TO,P,W,69,NEW,,590.7637011184844,2024-05-17 23:12,,,,,False,2024-05-17 23:12,2024-05-17 23:36,,0.75,RADAR INDICATED,,202405172312-KTAE-WFUS52-TORTAE,11-MM
TBW,2024-08-04 15:59,2024-08-04 16:30,2024-08-04 15:59,202408041630,TO,P,W,17,NEW,,587.4071213683886,2024-08-04 15:59,,,,,False,2024-08-04 15:59,2024-08-04 16:17,,0.0,RADAR INDICATED,,202408041559-KTBW-WFUS52-TORTBW,TBW
JAX,2024-02-04 22:33,2024-02-04 23:00,2024-02-04 22:33,202402042300,TO,P,W,24,NEW,,250.87979033230746,2024-02-04 22:33,,,,,False,2024-02-04 22:33,2024-02-04 22:44,,0.75,RADAR INDICATED,,202402042233-KJAX-WFUS52-TORJAX,23
